_id,name,sanitizedName,bio
64cc2db4830ba29148da7523,Thomas Berger,thomasberger,"Thomas Berger may refer to:\n\nThomas Berger (novelist) (1924–2014), American author\nThomas R. Berger (1933–2021), Canadian lawyer and jurist"
64cc2db4830ba29148da7532,Nancy E. Turner,nancyeturner,
64cc2db4830ba29148da755b,Taro Gomi,tarogomi,"Tarō Gomi (五味 太郎, Gomi Taro, born in Chofu, Tokyo, August 20, 1945) is a Japanese children's book writer who is currently one of Japan's most prolific children's book illustrators and authors. He is a graduate of the Kuwazawa Design Institute. His first children's picture book was published in 1973. He has published more than 400 books in Japan and his work has been widely translated into other languages. \nBooks published in English include Everyone Poops, Santa Through the Window, Where's the Fish? and The Crocodile and the Dentist.\nHe also provided songs for many children's shows, such as DanDanDanDan (だんだんだんだん), written in 1987.\nHis children's book Over The Ocean was awarded the Mildred L. Batchelder Award in 2017."
64cc2db4830ba29148da7563,Neil Simon,neilsimon,"Marvin Neil Simon (July 4, 1927 – August 26, 2018) was an American playwright, screenwriter and author. He wrote more than 30 plays and nearly the same number of movie screenplays, mostly film adaptations of his plays. He has received three Tony Awards, and a Golden Globe Award as well as nominations for four Academy Awards and four Primetime Emmy Awards. He was awarded a Special Tony Award in 1975, the Kennedy Center Honors in 1995 and the Mark Twain Prize for American Humor in 2006.\nSimon grew up in New York City during the Great Depression. His parents' financial difficulties affected their marriage, giving him a mostly unhappy and unstable childhood. He often took refuge in movie theaters, where he enjoyed watching early comedians like Charlie Chaplin. After graduating from high school and serving a few years in the Army Air Force Reserve, he began writing comedy scripts for radio programs and popular early television shows. Among the latter were Sid Caesar's Your Show of Shows (where in 1950 he worked alongside other young writers including Carl Reiner, Mel Brooks, Woody Allen, Larry Gelbart and Selma Diamond), and The Phil Silvers Show, which ran from 1955 to 1959.\nHis first produced play was Come Blow Your Horn (1961). It took him three years to complete and ran for 678 performances on Broadway. It was followed by two more successes, Barefoot in the Park (1963) and The Odd Couple (1965). He won a Tony Award for the latter. It made him a national celebrity and ""the hottest new playwright on Broadway"". From the 1960s to the 1980s, he wrote for stage and screen; some of his screenplays were based on his own works for the stage. His style ranged from farce to romantic comedy to more serious dramatic comedy. Overall, he garnered 17 Tony nominations and won three awards. In 1966, he had four successful productions running on Broadway at the same time and, in 1983, he became the only living playwright to have a New York theatre, the Neil Simon Theatre, named in his honor."
64cc2db4830ba29148da7572,David Brooks,davidbrooks,David Brooks may refer to:
64cc2db4830ba29148da7581,Bil Keane,bilkeane,"William Aloysius ""Bil"" Keane (October 5, 1922 – November 8, 2011) was an American cartoonist most notable for his work on the newspaper comic The Family Circus. It began in 1960 and continues in syndication, drawn by his son Jeff Keane."
64cc2db4830ba29148da7585,Bill Martin Jr.,billmartinjr,"William Ivan Martin Jr. (March 20, 1916 – August 11, 2004) was an American educator, publishing executive, and author of more than 300 children's books including The Sounds of Mystery, Chicka Chicka Boom Boom (co-authored with John Archambault), Brown Bear, Brown Bear, What Do You See?, Baby Bear, Baby Bear, What Do You See?, Panda Bear, Panda Bear, What Do You See?, and Polar Bear, Polar Bear, What Do You Hear? (all collaborated with illustrator Eric Carle). The Bill Martin Jr. Award, which is the Kansas state award for best children's picture book, was established in his honor in 1996."
64cc2db4830ba29148da7599,Ruth Harris,ruthharris,"Ruth Harris may refer to:\n\nRuth Harris (historian) (born 1958), American historian and author\nRuth Harris (scientist) (fl. from 1991), earthquake researcher\nRuth Berman Harris (cantor) (fl. from 1996), Argentinian cantor\nRuth Berman Harris (harpist) (1916–2013), musician"
64cc2db4830ba29148da75a4,Laozi,laozi,"Laozi (, Chinese: 老子), also romanized as Lao Tzu and various other ways, was a semi-legendary ancient Chinese Taoist philosopher, credited with writing the Tao Te Ching. Laozi is a Chinese honorific, generally translated as ""the Old Master"". Although modern scholarship generally regards him as a fictional person, traditional accounts say he was born as Li Er in the state of Chu in the 6th century BC during China's Spring and Autumn Period, served as the royal archivist for the Zhou court at Wangcheng (modern Luoyang), met and impressed Confucius on one occasion, and composed the Tao Te Ching in a single session before retiring into the western wilderness.\nA central figure in Chinese culture, Laozi is generally considered the founder of Taoism. He was claimed and revered as the ancestor of the 7th–10th century Tang dynasty and is similarly honored in modern China with the popular surname Li. In some sects of Taoism and Chinese folk religion, it is held that he then became an immortal hermit or a god of the celestial bureaucracy under the name Laojun, one of the Three Pure Ones. His work had a profound influence on subsequent Chinese religious movements and on subsequent Chinese philosophers, who annotated, commended, and criticized his work extensively.  In the 20th century, textual criticism by modern historians led to theories questioning Laozi's timing or even existence, positing that the received text of the Tao Te Ching was not composed until the 4th century BC Warring States Period."
64cc2db4830ba29148da75a5,Teddy Margulies,teddymargulies,
64cc2db4830ba29148da75c4,Ted Rall,tedrall,"Frederick Theodore Rall III (born August 26, 1963) is an American columnist, syndicated editorial cartoonist, and author.  His political cartoons often appear in a multi-panel comic-strip format and frequently blend comic-strip and editorial-cartoon conventions. The cartoons used to appear in approximately 100 newspapers around the United States. He was president of the Association of American Editorial Cartoonists from 2008 to 2009.\nRall draws three editorial cartoons a week for syndication, draws illustrations on a freelance basis, writes a weekly syndicated column, and edits the Attitude series of alternative cartooning anthologies and spin-off collections by up-and-coming cartoonists. He writes and draws cartoons for the tech and politics news site founded by journalist Gina Smith, aNewDomain, and is the editor-in-chief of the satirical news website skewednews.net.\nRall also writes and draws cartoons for Sputnik International, a news website platform established by the Russian government-owned news agency Rossiya Segodnya (Россия Сегодня—Russia Today).\nHe is a graphic novelist and the author of non-fiction books about domestic and international current affairs. He also travels to and writes about Central Asia, a region he believes to be pivotal to U.S. foreign policy concerns. In November 2001 he went to Afghanistan as a war correspondent for The Village Voice and KFI Radio in Los Angeles. He returned to Afghanistan in August 2010, traveling independently and unembedded throughout the country, filing daily ""cartoon blogs"" by satellite."
64cc2db4830ba29148da75c9,Margaret Cho,margaretcho,"Margaret Moran Cho (born December 5, 1968) is an American comedian and actress. She is known for her stand-up routines, through which she critiques social and political problems, especially regarding race and sexuality. She rose to prominence after starring in the ABC sitcom All-American Girl (1994–95), and became an established stand-up comic in the subsequent years.\nAs an actress, she has acted in such roles as Charlene Lee in It's My Party and John Travolta's FBI colleague in the action movie Face/Off. Cho was part of the cast of the TV series Drop Dead Diva on Lifetime Television, in which she appeared as Teri Lee, a paralegal assistant. For her portrayal of Dictator Kim Jong-il on 30 Rock, she was nominated for the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series in 2012. In 2022, Cho co-starred in the film Fire Island, a portrayal of the LGBT Asian American experience in the eponymous gay village off the South Shore of Long Island.\nShe has also had endeavors in fashion and music, and has her own clothing line. Cho has also frequently supported LGBT rights and has won awards for her humanitarian efforts on behalf of women, Asian Americans, and the LGBT community."
64cc2db4830ba29148da75cc,Ntozake Shange,ntozakeshange,"Ntozake Shange ( EN-toh-ZAH-kee SHAHNG-gay; October 18, 1948 – October 27, 2018) was an American playwright and poet. As a Black feminist, she addressed issues relating to race and Black power in much of her work. She is best known for her Obie Award-winning play, For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf (1975). She also penned novels including Sassafrass, Cypress & Indigo (1982), Liliane (1994), and Betsey Brown (1985), about an African-American girl run away from home. Among Shange's honors and awards were fellowships from the Guggenheim Foundation and Lila Wallace Reader's Digest Fund, a Shelley Memorial Award from the Poetry Society of America, and a Pushcart Prize. In April 2016, Barnard College announced that it had acquired Shange's archive. She lived in Brooklyn, New York. Shange had one daughter, Savannah Shange. Shange was married twice: to the saxophonist David Murray and the painter McArthur Binion, Savannah's father, with both marriages ending in divorce."
64cc2db4830ba29148da75d8,Cynthia Harrod-Eagles,cynthiaharrodeagles,"Cynthia Harrod-Eagles (born 13 August 1948) is a British writer of romance and mystery novels. She normally writes under her own name but also uses the pseudonyms Emma Woodhouse and Elizabeth Bennett. Cynthia was born on 13 August 1948 at Shepherd's Bush, London, England and wrote her first novel in 1972 while still at university."
64cc2db4830ba29148da75dc,Jim Knipfel,jimknipfel,"Jim Knipfel (pronounced Kah-nipfel) is an American novelist, autobiographer, and journalist.\nA native of Wisconsin, Knipfel, who suffers from retinitis pigmentosa, is the author of three memoirs, Slackjaw, Quitting the Nairobi Trio, and Ruining It for Everybody; as well as two novels, The Buzzing, and Noogie's Time to Shine. He wrote news stories, film and music reviews, the crime blotter, and feature articles until June 13, 2006, for the weekly alternative newspaper New York Press.\nHe also wrote the long-running ""Slackjaw"" column for the Press. The first edition of ""Slackjaw"" appeared on October 25, 1987, in the Welcomat, a Philadelphia weekly (later renamed the Philadelphia Weekly), where he also reviewed restaurants and art exhibits."
64cc2db4830ba29148da75eb,Eleanor Taylor Bland,eleanortaylorbland,"Eleanor Taylor Bland (December 31, 1944 – June 2, 2010) was an African-American writer of crime fiction. She was the creator of Lincoln Prairie, Illinois (based on Waukegan, Illinois) police detective Marti McAllister."
64cc2db4830ba29148da7608,Jim Borgman,jimborgman,"James Mark Borgman (born February 24, 1954) is an American cartoonist. He is known for his political cartoons and his nationally syndicated comic strip Zits. He was the editorial cartoonist at The Cincinnati Enquirer from 1976 to 2008."
64cc2db4830ba29148da760d,Art Spiegelman,artspiegelman,"Art Spiegelman (; born Itzhak Avraham ben Zeev Spiegelman on February 15, 1948) is an American cartoonist, editor, and comics advocate best known for his graphic novel Maus. His work as co-editor on the comics magazines Arcade and Raw has been influential, and from 1992 he spent a decade as contributing artist for The New Yorker. He is married to designer and editor Françoise Mouly, and is the father of writer Nadja Spiegelman.  In September 2022, the National Book Foundation announced that he would receive the Medal for Distinguished Contribution to American Letters.Spiegelman began his career with Topps (a bubblegum and trading card company) in the mid-1960s, which was his main financial support for two decades; there he co-created parodic series such as Wacky Packages in the 1960s and Garbage Pail Kids in the 1980s. He gained prominence in the underground comix scene in the 1970s with short, experimental, and often autobiographical work. A selection of these strips appeared in the collection Breakdowns in 1977, after which Spiegelman turned focus to the book-length Maus, about his relationship with his father, a Holocaust survivor. The postmodern book depicts Germans as cats, Jews as mice, and ethnic Poles as pigs, and took 13 years to create until its completion in 1991. It won a special Pulitzer Prize in 1992 and has gained a reputation as a pivotal work.\nSpiegelman and Mouly edited eleven issues of Raw from 1980 to 1991. The oversized comics and graphics magazine helped introduce talents who became prominent in alternative comics, such as Charles Burns, Chris Ware, and Ben Katchor, and introduced several foreign cartoonists to the English-speaking comics world. Beginning in the 1990s, the couple worked for The New Yorker, which Spiegelman left to work on In the Shadow of No Towers (2004), about his reaction to the September 11 attacks in New York in 2001.\nSpiegelman advocates for greater comics literacy. As an editor, a teacher, and a lecturer, Spiegelman has promoted better understanding of comics and has mentored younger cartoonists."
64cc2db4830ba29148da760f,Yxta Maya Murray,yxtamayamurray,Yxta Maya Murray is an American Latina novelist and professor at Loyola Marymount School of Law.
64cc2db4830ba29148da7615,Jewell Parker Rhodes,jewellparkerrhodes,"Jewell Parker Rhodes (born 1954 in Pittsburgh, Pennsylvania) is an American bestselling novelist and educator.\nShe is the author of several books for children including the New York Times bestsellers Black Brother, Black Brother and Ghost Boys, which has garnered over 50 awards and honors including The Walter Award, the Indies Choice/EB White Read-Aloud Award, and the Jane Addams Children’s Book Award for Older Readers. Rhodes is also the author of Paradise on Fire (winner of the Green Earth Book Award),  Towers Falling and the celebrated Louisiana Girls Trilogy, which includes Ninth Ward, winner of a Coretta Scott King Honor Award, Sugar, and Bayou Magic. Her novel Bayou Magic is featured in the third season of Apple TV+'s Emmy award-winning series Ghostwriter. Her latest novel for young readers, Treasure Island: Runaway Gold, releases in October 2023.\nRhodes has written six adult novels: Voodoo Dreams, Magic City, Douglass’ Women, Season, Moon, and Hurricane, as well as the memoir Porch Stories: A Grandmother’s Guide to Happiness, and two writing guides: Free Within Ourselves: Fiction Lessons for Black Authors and The African American Guide to Writing and Publishing Non-Fiction. A reissue of Magic City, a novel about the 1921 Tulsa Race Massacre, was released in 2021 in recognition of the 100th anniversary.\nJewell is a regular speaker at colleges and conferences. The driving force behind all of Jewell’s work is to inspire social justice, equity, and environmental stewardship.\nJewell is the Founding Artistic Director of the Virginia G. Piper Center for Creative Writing and Narrative Studies Professor and Virginia G. Piper Endowed Chair at Arizona State University. She was awarded an Honorary Doctorate of Humane Letters from Carnegie-Mellon University."
64cc2db4830ba29148da7617,Alfred Noyes,alfrednoyes,"Alfred Noyes CBE (16 September 1880 – 25 June 1958) was an English poet, short-story writer and playwright."
64cc2db4830ba29148da761b,Anita Rau Badami,anitaraubadami,"Anita Rau Badami (born 24 September 1961) is a Canadian writer of Indian descent. Born in Rourkela, Odisha, India, to a South Indian Kannada-speaking family, she was educated at the University of Madras and Sophia Polytechnic in Bombay. She emigrated to Canada in 1991, and earned an M.A. at the University of Calgary. Her first novel was Tamarind Mem (1997).\nHer novels deal with the complexities of Indian family life and with the cultural gap that emerges when Indians move to the west. Badami's third novel, Can You Hear the Nightbird Call explores the Golden Temple Massacre and the Air India Bombing.\nBadami cites as among her favourite books Midnight's Children by Salman Rushdie, Cat's Eye and Surfacing by Margaret Atwood, A House for Mr Biswas by V. S. Naipaul and Housekeeping by Marilynne Robinson.\nIn 2015 Badami was writer-in-residence at Athabasca University in Edmonton.  In 2016 The Hero's Walk was listed as one of the five finalists for the CBC Canada Reads competition.\nIn 2017, Badami was announced as chair of the 2017 Scotiabank Giller Prize jury."
64cc2db4830ba29148da763d,Dan Hurley,danhurley,"Daniel S. Hurley (born January 16, 1973) is an American college basketball coach who is the head coach of the UConn Huskies men's team at the University of Connecticut. In 2023, Hurley led UConn to an NCAA Championship."
64cc2db4830ba29148da7648,Iris R. Dart,irisrdart,
64cc2db4830ba29148da7662,Gene Hackman,genehackman,"Eugene Allen Hackman (born January 30, 1930) is an American retired actor and novelist. In a career that spanned more than six decades, Hackman has received two Academy Awards, two BAFTA Awards, four Golden Globes, a Screen Actors Guild Award, and the Silver Bear. Hackman's two Academy Awards wins include one for Best Actor for his role as Jimmy ""Popeye"" Doyle in William Friedkin's acclaimed thriller The French Connection (1971), and the other for Best Supporting Actor playing ""Little"" Bill Daggett in Clint Eastwood's Western film Unforgiven (1992). His other Oscar-nominated roles were in Bonnie and Clyde (1967), I Never Sang for My Father (1970), and Mississippi Burning (1988).\nHackman gained further fame for his portrayal as Lex Luthor in Superman (1978) and its sequels Superman II (1980) and Superman IV: The Quest for Peace (1987). He also acted in The Poseidon Adventure (1972), The Conversation (1974), Reds (1981), Hoosiers (1986), No Way Out (1987), Get Shorty (1995), Crimson Tide (1995), The Birdcage (1996), Absolute Power (1997), and The Royal Tenenbaums (2001)."
64cc2db4830ba29148da7663,Daniel Lenihan,daniellenihan,
64cc2db4830ba29148da7669,Linda Wolfe,lindawolfe,"Linda Wolfe (November 15, 1932 – February 22, 2020) was an American journalist, essayist, and fiction writer., best known for her award-winning work, Wasted: The Preppie Murder, an investigation of the so-called ""rough sex"" killer, Robert Chambers.  Critic John Leonard called Wolfe a writer of ""fierce intelligence."" Wolfe was also a distinguished book critic and a founding member of the National Book Critics Circle."
64cc2db4830ba29148da7673,Cherry Adair,cherryadair,"Cherry Adair (born 2 April 1951) is a South African–American romantic fiction writer. She lives near Seattle, Washington with her husband."
64cc2db4830ba29148da767e,Nick Tosches,nicktosches,"Nicholas P. Tosches (; October 23, 1949 – October 20, 2019) was an American journalist, novelist, biographer, and poet. His 1982 biography of Jerry Lee Lewis, Hellfire, was praised by Rolling Stone magazine as ""the best rock and roll biography ever written."""
64cc2db4830ba29148da768d,Richard Ford,richardford,"Richard Ford (born February 16, 1944) is an American novelist and short story writer, best known for his novels featuring Frank Bascombe.Early in his career, Ford established himself as a master of the short story genre when his first collection Rock Springs was published to immediate acclaim in 1987.Ford's work has earned many honors and worldwide recognition. In the United States, he received the 1996 Pulitzer Prize for his novel Independence Day. In Spain, he garnered their prestigious Princess of Asturias Award for 2016. In 2018, Ford received the Park Kyong-ni Prize, the primary international literary award of South Korea.\nRecently, his novel Wildlife was adapted into a 2018 film of the same name, and in 2023 Ford published Be Mine, his fifth work of fiction chronicling the life of Frank Bascombe."
64cc2db4830ba29148da7692,Geneen Roth,geneenroth,
64cc2db4830ba29148da7693,Helen Dunmore,helendunmore,"Helen Dunmore FRSL (12 December 1952 – 5 June 2017) was a British poet, novelist, and short story and children's writer.Her best known works include the novels Zennor in Darkness, A Spell of Winter and The Siege, and her last book of poetry Inside the Wave. She won the inaugural Orange Prize for Fiction, the National Poetry Competition, and posthumously the Costa Book Award."
64cc2db4830ba29148da7695,Jean Pare,jeanpare,"Jean Paré, CM (December 7, 1927 – December 24, 2022) was a Canadian caterer, author of the Company's Coming cookbook series, and founder of Company's Coming Publishing Limited. She was one of the top-selling cookbook authors in the world, selling 30 million copies as of 2011. She wrote over 200 cookbooks before her retirement in 2011. In 2004, she was made a Member of the Order of Canada (CM), Canada's highest civilian honour."
64cc2db4830ba29148da76a0,Nigel Suckling,nigelsuckling,
64cc2db4830ba29148da76ab,A.M. Homes,amhomes,"Amy M. Homes (pen name A. M. Homes; born December 18, 1961) is an American writer best known for her controversial novels and unusual short stories, which feature extreme situations and characters. Notably, her novel The End of Alice (1996) is about a convicted child molester and murderer.\nHomes, who was adopted at birth, met her biological parents for the first time when she was 31, and published a memoir, The Mistress's Daughter (2007) about her exploration of her expanded ""family"". Her novel May We Be Forgiven was published by Viking Books in 2012; its first chapter was published in the 100th issue of Granta (in 2008; edited by William Boyd), and was selected by Salman Rushdie for The Best American Short Stories 2008. The novel won the Women's Prize for Fiction in 2013. Her newest novel, The Unfolding, was published by Viking on September 6, 2022."
64cc2db4830ba29148da76bb,Marion Owen,marionowen,
64cc2db4830ba29148da76bc,Cindy Buck,cindybuck,
64cc2db4830ba29148da76bd,Carol Sturgulewski,carolsturgulewski,
64cc2db4830ba29148da76be,Pat Stone,patstone,
64cc2db4830ba29148da76bf,Cynthia Brian,cynthiabrian,
64cc2db4830ba29148da76c7,John Powell,johnpowell,John Powell may refer to:
64cc2db4830ba29148da76c8,Nuruddin Farah,nuruddinfarah,"Nuruddin Farah (Somali: Nuuradiin Faarax, Arabic: نورالدين فارح) (born 24 November 1945) is a Somali novelist. His first novel, From a Crooked Rib, was published in 1970 and has been described as ""one of the cornerstones of modern East African literature today"". He has also written plays both for stage and radio, as well as short stories and essays. Since leaving Somalia in the 1970s he has lived and taught in numerous countries, including the United States, Britain, Germany, Italy, Sweden, Sudan, India, Uganda, Nigeria and South Africa.\nFarah has garnered acclaim as one of the greatest contemporary writers in the world, his prose having earned him accolades including the Premio Cavour in Italy, the Kurt Tucholsky Prize in Germany, the Lettre Ulysses Award in Berlin, and in 1998, the prestigious Neustadt International Prize for Literature. In the same year, the French edition of his novel Gifts won the St Malo Literature Festival's prize. In addition, Farah is a perennial nominee for the Nobel Prize in Literature."
64cc2db4830ba29148da76d1,Sandra Benitez,sandrabenitez,"Sandra Benitez (born March 26, 1941 in Washington, D.C.) is an American novelist."
64cc2db4830ba29148da76d9,Dr. James Dobson,drjamesdobson,"James Clayton Dobson Jr.\n(born April 21, 1936) is an American evangelical Christian author, psychologist, and founder of Focus on the Family (FotF), which he led from 1977 until 2010. In the 1980s he was ranked as one of the most influential spokesmen for conservative social positions in American public life. Although never an ordained minister, he was called ""the nation's most influential evangelical leader"" by The New York Times while Slate portrayed him as a successor to evangelical leaders Jerry Falwell and Pat Robertson.As part of his former role in the organization he produced the daily radio program Focus on the Family, which the organization has said was broadcast in more than a dozen languages and on over 7,000 stations worldwide, and reportedly heard daily by more than 220 million people in 164 countries. Focus on the Family was also carried by about sixty U.S. television stations daily. In 2010 he launched the radio broadcast Family Talk with Dr. James Dobson.Dobson advocates for ""family values"" — the instruction of children in heterosexuality and traditional gender roles, which he believes are mandated by the Christian Bible. The goal of this is to promote heterosexual marriage, which he views as a cornerstone of civilization that must be protected from the dangers of feminism and the LGBT rights movement. Dobson seeks to equip his audience to fight in the American culture war, which he calls the ""Civil War of Values"".\nHis writing career started as an assistant to Paul Popenoe. After Dobson's rise to prominence through promoting corporal punishment of disobedient children in the 1970s, he became a founder of purity culture in the 1990s. He has promoted his ideas via his Focus on the Family media empire, the Family Research Council which he founded in 1981, Family Policy Alliance which he founded in 2004, the Dr. James Dobson Family Institute which he founded in 2010, and a network of US state-based lobbying organizations called Family Policy Councils."
64cc2db4830ba29148da76ed,Marlys Millhiser,marlysmillhiser,"Marlys Joy Millhiser (May 27, 1938 – April 20, 2017) was an American author of mysteries (the Charlie Greene series) and horror novels, including her most famous one The Mirror, published in 1978. She was also the author of The Threshold, Michael's Wife, Nella Waits, and Willing Hostage.Millhiser originally worked as a high school teacher, and was regional vice president of the Mystery Writers of America. She lived in Boulder, Colorado. She died on 20 April 2017."
64cc2db4830ba29148da76f1,Anton Chekhov,antonchekhov,"Anton Pavlovich Chekhov (Russian: Антон Павлович Чехов, IPA: [ɐnˈton ˈpavləvʲɪtɕ ˈtɕexəf]; 29 January 1860 – 15 July 1904) was a Russian playwright and short-story writer who is considered to be one of the greatest writers of all time. His career as a playwright produced four classics, and his best short stories are held in high esteem by writers and critics. Along with Henrik Ibsen and August Strindberg, Chekhov is often referred to as one of the three seminal figures in the birth of early modernism in the theatre. Chekhov was a physician by profession. ""Medicine is my lawful wife"", he once said, ""and literature is my mistress.""Chekhov renounced the theatre after the reception of The Seagull in 1896, but the play was revived to acclaim in 1898 by Konstantin Stanislavski's Moscow Art Theatre, which subsequently also produced Chekhov's Uncle Vanya and premiered his last two plays, Three Sisters and The Cherry Orchard. These four works present a challenge to the acting ensemble as well as to audiences, because in place of conventional action Chekhov offers a ""theatre of mood"" and a ""submerged life in the text"". The plays that Chekhov wrote were not complex, but easy to follow, and created a somewhat haunting atmosphere for the audience.Chekhov at first wrote stories to earn money, but as his artistic ambition grew, he made formal innovations that influenced the evolution of the modern short story. He made no apologies for the difficulties this posed to readers, insisting that the role of an artist was to ask questions, not to answer them."
64cc2db4830ba29148da770c,Jill Paton Walsh,jillpatonwalsh,"Gillian Honorine Mary Herbert, Baroness Hemingford,  (née Bliss; 29 April 1937 – 18 October 2020), known professionally as Jill Paton Walsh, was an English novelist and children's writer. She may be known best for her Booker Prize-nominated novel Knowledge of Angels and for the Peter Wimsey–Harriet Vane mysteries that continued the work of Dorothy L. Sayers."
64cc2db4830ba29148da7718,Mark Billingham,markbillingham,"Mark Philip David Billingham (born 2 July 1961) is an English novelist, actor, television screenwriter and comedian known for the ""Tom Thorne"" crime novel series."
64cc2db4830ba29148da771b,George Anastasia,georgeanastasia,"George Anastasia (born February 5, 1947) is an American author and former writer for The Philadelphia Inquirer. He is widely considered to be an expert on the American Mafia. He was an organized crime investigative reporter, who was once targeted for death by then-Philadelphia crime family boss John Stanfa. He won the Sigma Delta Chi Award and has also been described on a 60 Minutes television profile as ""One of the most respected crime reporters in the country."" Anastasia lives in Pitman, New Jersey.\n\n"
64cc2db4830ba29148da7732,Blake Crouch,blakecrouch,"William Blake Crouch (born October 15, 1978) is an American author best known for his Wayward Pines Trilogy, which was adapted into the 2015 television series Wayward Pines.\n\n"
64cc2db4830ba29148da7735,Ramsey Campbell,ramseycampbell,"Ramsey Campbell (born 4 January 1946) is an English horror fiction writer, editor and critic who has been writing for well over fifty years. He is the author of over 30 novels and hundreds of short stories, many of them winners of literary awards. Three of his novels have been adapted into films.\nSince he first came to prominence in the mid-1960s, critics have cited Campbell as one of the leading writers in his field: T. E. D. Klein has written that ""Campbell reigns supreme in the field today"", and Robert Hadji has described him as ""perhaps the finest living exponent of the British weird fiction tradition"", while S. T. Joshi stated, ""future generations will regard him as the leading horror writer of our generation, every bit the equal of Lovecraft or Blackwood."" In a 2021 appreciation of his collected works, The Washington Post said, ""[t]aken together, they constitute one of the monumental accomplishments of modern popular fiction."""
64cc2db4830ba29148da7739,Susan Wilson,susanwilson,"Susan Wilson is a New York Times best selling American author. Her first novel, Beauty, was adapted into a television movie. A later book, One Good Dog, was a New York Times bestseller."
64cc2db4830ba29148da7740,Barbara Bell,barbarabell,Barbara Bell may refer to:\n\nBarbara Bell (educationalist)\nBarbara Bell (astronomer)
64cc2db4830ba29148da7773,Marc Behm,marcbehm,"Marc Behm (12 January 1925 in Trenton, New Jersey – 12 July 2007 in Fort-Mahon-Plage, France) was an American novelist, actor, and screenwriter, who lived as an expatriate in France. Behm co-wrote the screenplay for the Beatles' Help! (1965) and conceived the story for the film Charade (1963). His best and most well-known literary work is the crime novel Eye of the Beholder (1980), which was adapted twice for the screen, in 1983 and in 1999.\nBehm developed a fascination for French culture while serving in the U.S. Army during World War II. He later had acting roles on several television programmes in France before moving there permanently."
64cc2db4830ba29148da7776,Ellen Schecter,ellenschecter,
64cc2db4830ba29148da7784,Roger Priddy,rogerpriddy,"Roger Priddy is the creator of Priddy Books, which publishes books for babies and young children. Priddy Books is a division of Macmillan Publishers and books published by the imprint have won several Practical Pre-School Awards."
64cc2db4830ba29148da7789,Jack Hitt,jackhitt,"Jack Hitt is an American author. He has been a contributing editor to Harper's, The New York Times Magazine, This American Life, and the now-defunct magazine Lingua Franca. His work has appeared in such publications as Outside Magazine, Rolling Stone, Wired, Mother Jones, Slate, and Garden & Gun.\nIn 1990, he received the Livingston Award, along with Paul Tough, for an article they wrote about computer hackers that was published in Esquire. Jack has written and edited multiple books, and has had articles selected for inclusion in Best American Science Writing 2006, Best American Travel Writing 2005, and in Ira Glass's The New Kings of Nonfiction (2007). In 2006, an episode of This American Life that Jack contributed to called ""Habeus Schmabeus"" won a Peabody Award. Hitt also co-hosted the Gimlet Media Podcast Uncivil along with Chenjerai Kumanyiki between 2017 and 2018. Uncivil won a Peabody award in 2017 for the episode titled ""The Raid""."
64cc2db4830ba29148da779f,Ann Mcgovern,annmcgovern,
64cc2db4830ba29148da77b0,Bill Nye,billnye,"William Sanford Nye (, born November 27, 1955) is an American mechanical engineer, science communicator, and television presenter. He is best known as the host of the science education television show Bill Nye the Science Guy (1993–1999) and as a science educator in pop culture.\nBorn in Washington, D.C., Nye began his career as a mechanical engineer for Boeing in Seattle, where he invented a hydraulic resonance suppressor tube used on 747 airplanes. In 1986, he left Boeing to pursue comedy—writing and performing for the local sketch television show Almost Live!, where he regularly conducted wacky scientific experiments.\nAspiring to become the next Mr. Wizard, Nye successfully pitched the children's television program Bill Nye the Science Guy to Seattle's public television station, KCTS-TV. The show—which proudly proclaimed in its theme song that ""science rules!""—ran from 1993 to 1998 in national TV syndication. Known for its ""high-energy presentation and MTV-paced segments"", the program became a hit among kids and adults, was critically acclaimed, and was nominated for 23 Emmy Awards, winning 19, including Outstanding Performer in Children's Programming for Nye himself.\nNye continued to advocate for science, becoming the CEO of The Planetary Society. He has written two bestselling books on science: Undeniable: Evolution and the Science of Creation (2014) and Unstoppable: Harnessing Science to Change the World (2015). He has appeared frequently on other TV shows, including Dancing with the Stars, The Big Bang Theory, and Inside Amy Schumer. He starred in a documentary about his life and science advocacy, Bill Nye: Science Guy, which premiered at the South by Southwest Film Festival in March 2017; and, in October 2017, was named a NYT Critic's Pick. In 2017, the Netflix series Bill Nye Saves the World debuted, and ran for three seasons until 2018. His most recent series, The End Is Nye, premiered August 25, 2022, on Peacock and Syfy."
64cc2db4830ba29148da77b9,Avery Hart,averyhart,
64cc2db4830ba29148da77c0,Sara Wood,sarawood,"Sara(h) Wood may refer to:\n\nSara Wood (novelist), British romance novelist\nSally Wood (writer), born Sarah Wood (1759–1854), American novelist\nSarah Wood (businesswoman), British businesswoman\nSara Ann Wood (born 1981), an American missing girl who disappeared in 1993"
